"Year","Rank","DonorName","DonorNameWithFlag","Iso3","Iso2","Earmarked","UnEarmarked","Total"
2017,"1","United States",":us: United States","usa","us","44883161","3423037","48306198"
2017,"2","United Kingdom",":gb: United Kingdom","gbr","gb","5304622","25873221","31177843"
2017,"3","Sweden",":se: Sweden","swe","se","10908106","14090371","24998477"
2017,"4","Germany",":de: Germany","deu","de","16029539","2714441","18743980"
2017,"5","European Commission","European Commission","eu","","17813016","0","17813016"
2017,"6","Norway",":no: Norway","nor","no","6000387","8327493","14327880"
2017,"7","Qatar",":qa: Qatar","qat","qa","216211","9999965","10216176"
2017,"8","Netherlands",":nl: Netherlands","nld","nl","0","8239779","8239779"
2017,"9","Australia",":au: Australia","aus","au","1989777","6141207","8130984"
2017,"10","Canada",":ca: Canada","can","ca","6569032","1528430","8097462"
2017,"11","Denmark",":dk: Denmark","dnk","dk","3178422","4321882","7500304"
2017,"12","Switzerland",":ch: Switzerland","che","ch","4450580","1988072","6438652"
2017,"13","Japan",":jp: Japan","jpn","jp","5336900","856081","6192981"
2017,"14","Belgium",":be: Belgium","bel","be","2032520","2401281","4433801"
2017,"15","Ireland",":ie: Ireland","irl","ie","406724","3839897","4246621"
2017,"16","Finland",":fi: Finland","fin","fi","0","3661088","3661088"
2017,"17","New Zealand",":nz: New Zealand","nzl","nz","0","3455497","3455497"
2017,"18","Korea, Republic of",":kr: Korea, Republic of","kor","kr","1100000","1000000","2100000"
2017,"19","Spain",":es: Spain","esp","es","1176470","0","1176470"
2017,"20","France",":fr: France","fra","fr","0","1061571","1061571"
2017,"21","Malaysia",":my: Malaysia","mys","my","1000000","0","1000000"
2017,"22","Russian Federation",":ru: Russian Federation","rus","ru","480000","500000","980000"
2017,"23","Luxembourg",":lu: Luxembourg","lux","lu","0","944510","944510"
2017,"24","United Arab Emirates",":ae: United Arab Emirates","are","ae","249975","520000","769975"
2017,"25","Austria",":at: Austria","aut","at","542885","94142","637027"
2017,"26","Private Contributions","Private Contributions","pri_con","","575030","0","575030"
2017,"27","Estonia",":ee: Estonia","est","ee","452859","108696","561555"
2017,"28","Poland",":pl: Poland","pol","pl","502204","0","502204"
2017,"29","Türkiye",":tr: Türkiye","tur","tr","0","500000","500000"
2017,"30","Greece",":gr: Greece","grc","gr","360577","0","360577"
2017,"31","Slovakia",":sk: Slovakia","svk","sk","115233","236967","352200"
2017,"32","Iceland",":is: Iceland","isl","is","0","235000","235000"
2017,"33","Kuwait",":kw: Kuwait","kwt","kw","214449","0","214449"
2017,"34","Kazakhstan",":kz: Kazakhstan","kaz","kz","100000","50000","150000"
2017,"35","Thailand",":th: Thailand","tha","th","149835","0","149835"
2017,"36","UN, NGOs and other entities","UN, NGOs and other entities","un","","138479","0","138479"
2017,"37","Malta",":mt: Malta","mlt","mt","136206","0","136206"
2017,"38","Bulgaria",":bg: Bulgaria","bgr","bg","113531","0","113531"
2017,"39","Azerbaijan",":az: Azerbaijan","aze","az","50000","0","50000"
2017,"39","Argentina",":ar: Argentina","arg","ar","50000","0","50000"
2017,"41","Monaco",":mc: Monaco","mco","mc","0","26681","26681"
2017,"42","Saudi Arabia",":sa: Saudi Arabia","sau","sa","20000","0","20000"
2017,"42","Singapore",":sg: Singapore","sgp","sg","0","20000","20000"
2017,"44","Andorra",":ad: Andorra","and","ad","16287","0","16287"
2017,"45","Peru",":pe: Peru","per","pe","10319","0","10319"
2017,"46","Multi-Donor Funds","Multi-Donor Funds","a","","7697","0","7697"
